9558,"Suitable For Murder",2007,TV-14,"Crime|Thriller","John Terry","Jackson Bostwick|Ali Faulkner|Nate Rubin",68,"Samantha reinvents herself to avenge a murder.",jsonld
9562,"The Black Belle",2009,PG-13,"Comedy","Brian McGuire","Natasha Alam|Terry Wayne|James Duval",90,"She's beautiful, poised, and can have any man she wants -- and they all want her. Who will take home the Belle of the ball in this sexy comedy?",jsonld
9564,"The Frank Matthews Story",2011,TV-14,"Documentary|Crime","Al Profit|Ron Chepesiuk","",82,"Rich. Powerful. Gone. This documentary examines the life of Frank Matthews, once America's biggest drug dealer, who mysteriously vanished in 1973.",jsonld
9568,"The Veil",2004,TV-MA,"Horror|Sci-Fi","Richard Chance","Russell Allen|Jonathan Chance|Pauline Chance",104,"A small town is infected by a virus and a frantic cover up is taking place.",jsonld
9571,"Tovarisch, I Am Not Dead",2006,TV-PG,"Documentary|War","Stuart Urban","Anne Applebaum|Noka Kapranova|Garri Urban",83,"Garri Urban, survivor of Holocaust and Gulag and author of the autobiographical book of the same title, revisits the sites of his horrors and triumphs",jsonld
9573,"Truth",2016,TV-MA,"Drama|Thriller|War","Dianna Collete|Saul Owens","Heather Fields|Paul Collett|Libby Clearfield",78,"The lives of three American hostages are at the mercy of an Al-Qaeda terrorist cell holding a devastating secret about the United States government.",jsonld
9575,"Two Indians Talking",2009,PG-13,"Drama|Comedy","Sara McIntyre","Nathaniel Arcand|Justin Rain|Carmen Moore",100,"Two Indians Talking is about the conflicting opinions of two First Nations men as they prepare to set up a roadblock.",jsonld
9577,"Vincent: A Life In Color",2009,PG,"Documentary","Jennifer Burns","Vincent P. Falk",95,"Vincent twirls on Chicago's many bridges, performing fashion shows for passing tour boats.",jsonld
9579,"Visually & Respectfully Yours 2",2008,TV-PG,"Documentary","Joe Mickey","Tibetan Monks",74,"A look at Tibetan life in exile both in northern India and the rarely seen southern colony of at Mungod.",jsonld
10900,"Alicia Keys - From Start To Stardom",,NR,"Documentary|Music","","Alicia Keys",46,"Alicia Keys burst onto the music scene as a young musical prodigy writing songs and performing background vocals for Columbia and later Arista Records",jsonld
10905,"Amy Winehouse: The Girl Done Good",,TV-14,"Documentary|Music","","Amy Winehouse",79,"Rare and classic performances, exclusive interviews, contributions from friends, colleagues, journalists and experts, provides a unique insight into t",jsonld
10923,"Beyonce: Unauthorized",,NR,"Documentary|Music","Ray Newman","Beyonce Knowles|Kelly Rowland|Michelle Williams",35,"One third of the mega singing group Destiny's Child, a movie star, and now a successful solo artist, the multi-talented Beyonce Knowles is headed for ",jsonld
